Year,Rainfall,Month,Date,TMX,TMN
1982,13.8,1,1,29,26.7
1982,3.1,1,2,28.8,26.9
1982,0.2,1,3,28.9,26.8
1982,2.5,1,4,27.6,26.4
1982,0.7,1,5,27.7,26.6
1982,0.9,1,6,28.7,26.1
1982,0,1,7,29.1,26.8
1982,0,1,8,28.8,26.6
1982,0,1,9,28.3,26.5
1982,0,1,10,28.4,26.3
1982,1.4,1,11,28.3,26.4
1982,0,1,12,28.7,26.1
1982,0,1,13,28.6,26.6
1982,0,1,14,28.2,26.6
1982,0.9,1,15,28.6,26.6
1982,0,1,16,28.4,26.8
1982,0.3,1,17,27.9,26.1
1982,0,1,18,28,26
1982,0,1,19,28.3,26.6
1982,1.2,1,20,28.7,26.4
1982,0,1,21,28.4,26.9
1982,0.1,1,22,27.9,26.9
1982,6,1,23,29,26.8
1982,0,1,24,29.1,27.1
1982,0,1,25,29,27.1
1982,0,1,26,28.7,26.8
1982,0,1,27,28.8,26.8
1982,0,1,28,28.8,26.5
1982,3.1,1,29,29.9,26.5
1982,0.6,1,30,28.9,26.7
1982,24,1,31,29.2,26.7
1982,19.9,2,1,28.6,26.3
1982,0.5,2,2,28,26.3
1982,0.8,2,3,28.7,27
1982,2.4,2,4,29.1,27.5
1982,5.2,2,5,28.9,27.2
1982,2.8,2,6,28.7,27
1982,12.3,2,7,28.3,26.5
1982,4.6,2,8,28.5,26.5
1982,0.1,2,9,28.9,26.4
1982,0.5,2,10,28.8,26.7
1982,0,2,11,28.5,26.9
1982,2.1,2,12,27.8,26.5
1982,5.5,2,13,27.5,26.4
1982,2.9,2,14,27.9,26.5
1982,15.2,2,15,28.2,26.5
1982,4.9,2,16,28,26.7
1982,6.8,2,17,27.8,26.6
1982,1.9,2,18,28.5,26.9
1982,0.2,2,19,28.5,26.7
1982,0,2,20,28.6,26.7
1982,0,2,21,28.6,26.9
1982,0,2,22,29.3,26.8
1982,0.2,2,23,29.3,26.6
1982,1.3,2,24,29.2,26.9
1982,10,2,25,28.7,26.5
1982,6.7,2,26,28.1,26.5
1982,2.1,2,27,27.3,26.3
1982,4.8,2,28,28.2,26.3
1982,5.8,3,1,27.8,26.5
1982,0.1,3,2,28.7,27.2
1982,0.4,3,3,29.3,26.8
1982,0.3,3,4,28.7,27.3
1982,3,3,5,29.1,27.3
1982,19.4,3,6,27.7,26.7
1982,13.6,3,7,28.8,26.2
1982,11,3,8,28.4,26.2
1982,9.4,3,9,28.5,26.1
1982,1.5,3,10,28.8,26
1982,7.1,3,11,27.6,26.3
1982,9.6,3,12,29.3,26.3
1982,8.9,3,13,29.5,26.3
1982,12.8,3,14,29,26.4
1982,17.2,3,15,29,26.9
1982,8.1,3,16,28.6,26.7
1982,2.8,3,17,28.9,26.7
1982,4.8,3,18,29,27
1982,11.6,3,19,29.1,26.6
1982,15.2,3,20,27.7,26.6
1982,13.5,3,21,28.1,26.5
1982,8.2,3,22,28.4,27.2
1982,6,3,23,28.6,27.5
1982,0.9,3,24,29,27
1982,0,3,25,29.2,26.9
1982,0,3,26,29.8,27.3
1982,3,3,27,28.9,27.5
1982,14.3,3,28,27.9,27.1
1982,8.9,3,29,28.3,26.6
1982,12.2,3,30,28.9,26.2
1982,3.1,3,31,29.1,26.1
1982,12.6,4,1,29.5,25.7
1982,7.6,4,2,29.1,26.6
1982,16.2,4,3,27.6,26.1
1982,11.8,4,4,28.6,26.2
1982,11.7,4,5,28.6,25.7
1982,5.8,4,6,28.5,26.6
1982,4.8,4,7,28.7,25.9
1982,5.3,4,8,28.3,26.1
1982,0,4,9,28.3,26
1982,0.3,4,10,28.6,26.2
1982,0.7,4,11,28.4,25.9
1982,0.1,4,12,29.3,26.5
1982,6.5,4,13,29.2,26
1982,8,4,14,29.2,26
1982,5.4,4,15,29.5,26.2
1982,4.2,4,16,28.7,26.6
1982,0.5,4,17,28.6,26.3
1982,4.2,4,18,28.9,26.7
1982,23.3,4,19,28.6,26.9
1982,16.8,4,20,28.1,26.3
1982,3.7,4,21,29.4,25.9
1982,17.1,4,22,29.1,25.4
1982,0.6,4,23,28.2,24.3
1982,0,4,24,28.4,24.1
1982,0,4,25,28.6,24.3
1982,0.2,4,26,28.5,24.6
1982,0,4,27,29.4,24.8
1982,0,4,28,29.1,25.1
1982,0,4,29,29.1,24.5
1982,0,4,30,28.8,25
1982,22.9,5,1,29.1,25.3
1982,0.4,5,2,28.6,26
1982,1.2,5,3,29,25.7
1982,0.4,5,4,29.2,24.7
1982,2.5,5,5,29.1,25.2
1982,4.8,5,6,28,25.2
1982,0.7,5,7,28.7,25.4
1982,16.3,5,8,28.4,25
1982,7,5,9,27.7,24.5
1982,0,5,10,26.6,24.1
1982,1.1,5,11,26.7,23
1982,0.7,5,12,27.6,24.2
1982,5.8,5,13,28.6,24.6
1982,2.2,5,14,27.6,24.3
1982,0,5,15,27.3,23.2
1982,0,5,16,26.8,22.5
1982,0,5,17,26.8,21.4
1982,0,5,18,27.7,21.7
1982,0,5,19,27.9,23.8
1982,0.2,5,20,28.1,24.7
1982,0,5,21,27.9,24.2
1982,0,5,22,28.6,23.8
1982,12.5,5,23,28.6,24.1
1982,23.9,5,24,28.6,24.8
1982,4.7,5,25,29,25
1982,11.3,5,26,28.7,25.3
1982,0.1,5,27,29,24.9
1982,0.1,5,28,28.2,23.7
1982,0,5,29,27.2,22.2
1982,0.2,5,30,27.4,22.3
1982,0,5,31,27.6,21.4
1982,0,6,1,27.3,21.1
1982,0,6,2,27.4,21.4
1982,0,6,3,28.3,22.1
1982,0,6,4,27.6,23
1982,0.1,6,5,28.2,23.1
1982,0,6,6,28.3,23.1
1982,0,6,7,28.8,22.6
1982,0,6,8,28.3,21.5
1982,0,6,9,28.7,22.1
1982,0.2,6,10,28.3,23.8
1982,2.3,6,11,28.7,23.8
1982,0.3,6,12,28.4,24.3
1982,0,6,13,28.3,24.2
1982,0,6,14,28.4,23.9
1982,0,6,15,27.9,24.2
1982,0,6,16,27.7,24
1982,0,6,17,28.3,23.7
1982,0,6,18,28.9,23
1982,0.1,6,19,29,24.4
1982,4.8,6,20,29,24.4
1982,0.2,6,21,27.8,23
1982,0.1,6,22,27.8,23.7
1982,0.1,6,23,28.2,24.2
1982,0,6,24,28.3,23.9
1982,0,6,25,27.6,23.4
1982,0,6,26,27.6,24.2
1982,0,6,27,27.7,23.2
1982,0,6,28,27.8,22.6
1982,0,6,29,28.4,23.7
1982,0.1,6,30,28.6,24.3
1982,4.5,7,1,27.6,24.2
1982,0,7,2,28,24
1982,0,7,3,27.9,23.5
1982,0.1,7,4,28,23.6
1982,0,7,5,28.2,23.3
1982,0,7,6,27.9,22.8
1982,0,7,7,28.1,22.9
1982,0,7,8,28.4,23.4
1982,0.2,7,9,28.2,23.7
1982,0.1,7,10,28.2,23.4
1982,0,7,11,28.2,23.3
1982,0,7,12,28.1,22.3
1982,0,7,13,28,21.6
1982,0,7,14,27.8,20.8
1982,0,7,15,27.1,21.5
1982,0,7,16,27,21.1
1982,0,7,17,27.7,20.3
1982,0,7,18,27.8,22.3
1982,0,7,19,27.8,22.9
1982,0,7,20,28,22.9
1982,0.2,7,21,27.4,23.1
1982,0,7,22,27,22.7
1982,0,7,23,25.9,22.2
1982,0,7,24,26.7,23
1982,2.3,7,25,27.1,22.9
1982,0.9,7,26,27.2,23.2
1982,0,7,27,27.1,22.7
1982,0,7,28,27.9,22.5
1982,0,7,29,27.7,22.6
1982,0,7,30,28.3,22.6
1982,0,7,31,28.3,22.7
1982,0,8,1,28.2,21.8
1982,0,8,2,27.6,22.4
1982,0,8,3,27.9,23.6
1982,0,8,4,27.1,22.8
1982,0.6,8,5,27,22.7
1982,0,8,6,26.6,23.2
1982,0,8,7,27.7,22.8
1982,1,8,8,27.7,22.4
1982,0,8,9,26.8,22.8
1982,0,8,10,26.8,22.6
1982,0,8,11,27.5,23.4
1982,0,8,12,27.3,23.6
1982,0,8,13,28.1,22.1
1982,0,8,14,27.3,22
1982,0,8,15,27.1,21.9
1982,0.1,8,16,27,22.4
1982,1.3,8,17,26.6,23
1982,0,8,18,26.8,23.6
1982,0,8,19,27.2,23
1982,0,8,20,27.1,22.9
1982,0,8,21,27.9,22.7
1982,0,8,22,27.9,22.9
1982,0,8,23,27.4,22.7
1982,0.2,8,24,27.6,22.8
1982,0,8,25,27,23
1982,0.1,8,26,26.2,22.3
1982,0.1,8,27,26.9,23.1
1982,0.8,8,28,26.8,23
1982,0.2,8,29,27.1,23.4
1982,0,8,30,27.8,23.7
1982,0.2,8,31,27.6,23.8
1982,0,9,1,27.1,23.7
1982,0,9,2,27.7,22.7
1982,0,9,3,27.2,23
1982,0,9,4,27.5,23.9
1982,0,9,5,27.4,23.8
1982,0,9,6,28.6,23.8
1982,0,9,7,28.3,23.6
1982,0,9,8,28.4,23.7
1982,0,9,9,29.2,23.5
1982,0,9,10,28.8,23.7
1982,0,9,11,27.6,23.6
1982,2.7,9,12,27.2,23.4
1982,2.5,9,13,26.8,23.8
1982,0,9,14,27.2,23.7
1982,0,9,15,26.9,22.6
1982,0,9,16,27.7,23.1
1982,0,9,17,28,23.3
1982,0,9,18,28.5,23.7
1982,0,9,19,28.8,24.2
1982,0,9,20,28.4,23.7
1982,0,9,21,27.8,23.5
1982,0.4,9,22,28.1,23.7
1982,0,9,23,28.5,22.8
1982,0,9,24,28.8,23.6
1982,0,9,25,28.7,24.3
1982,0.2,9,26,28.4,24.5
1982,0.7,9,27,28.4,24.4
1982,0.9,9,28,27.7,24
1982,1.6,9,29,27.7,23.9
1982,0,9,30,27.4,23.7
1982,0,10,1,28.1,23.7
1982,0,10,2,27.9,24.1
1982,0,10,3,28.2,24.6
1982,0,10,4,28,24.8
1982,0.1,10,5,28.3,25.2
1982,2.3,10,6,27.9,25.2
1982,2.4,10,7,27.7,24.9
1982,0,10,8,27.7,24.8
1982,0.2,10,9,27.5,24.7
1982,6.3,10,10,27.6,24.7
1982,9,10,11,28.6,24.6
1982,3.8,10,12,28.5,24.8
1982,0,10,13,28.2,25
1982,0,10,14,27.9,25.1
1982,1.2,10,15,28.3,25
1982,4.4,10,16,28.1,25.2
1982,0,10,17,28.2,25.2
1982,0,10,18,28,24.7
1982,0,10,19,28.3,24.8
1982,0,10,20,28.4,24.7
1982,0.6,10,21,28.2,25.6
1982,1.4,10,22,28.6,25.8
1982,4.7,10,23,28.8,25.7
1982,0.6,10,24,29.8,25.3
1982,0.3,10,25,29.5,24.5
1982,8.1,10,26,29.6,25.4
1982,3.8,10,27,29.1,25.5
1982,6.4,10,28,29,25.4
1982,10.6,10,29,29.9,25.7
1982,0.8,10,30,29.8,25.3
1982,0,10,31,29.2,24.9
1982,0,11,1,29.1,24.9
1982,0,11,2,28.6,24.8
1982,0.2,11,3,29.3,24.7
1982,1.1,11,4,29.1,24.9
1982,0,11,5,28.8,25.1
1982,0,11,6,29.2,24.5
1982,0,11,7,29.4,25.3
1982,0,11,8,29.5,26.1
1982,0,11,9,28.7,25.7
1982,0.1,11,10,29.3,26.2
1982,2.7,11,11,29.1,26.7
1982,1,11,12,29.4,26.2
1982,17.8,11,13,28.3,27.3
1982,9.7,11,14,29.1,26.8
1982,5.9,11,15,29.3,26
1982,11.2,11,16,28.8,26.1
1982,10.1,11,17,29,25.5
1982,2.8,11,18,28.7,25.9
1982,4,11,19,28.5,25.7
1982,0.2,11,20,29,26
1982,0.3,11,21,29.3,25.9
1982,0.7,11,22,29.1,26.1
1982,0,11,23,28.8,26.7
1982,0.4,11,24,29.2,26.1
1982,1.2,11,25,29.2,26.2
1982,18.5,11,26,28.8,26.9
1982,28,11,27,29.8,26.8
1982,34.3,11,28,30.1,27.4
1982,12.7,11,29,30.3,27.6
1982,3.1,11,30,30.4,27.4
1982,5.4,12,1,30.3,27.1
1982,2.3,12,2,30.3,27.1
1982,8.2,12,3,30.9,26.4
1982,10.8,12,4,30.2,26.7
1982,8.1,12,5,29.1,26.5
1982,6.2,12,6,29,26.6
1982,4.6,12,7,29.4,27.2
1982,2.2,12,8,29.1,26.6
1982,4.1,12,9,29.2,26.5
1982,12.5,12,10,28.4,26.6
1982,0.1,12,11,29.1,26.9
1982,0.7,12,12,29.4,27.1
1982,6.4,12,13,29.1,26.9
1982,0.2,12,14,28.9,26.7
1982,1.4,12,15,29.4,26.6
1982,0.2,12,16,29,26.5
1982,1.9,12,17,29.3,26.7
1982,6.2,12,18,29.2,27.7
1982,0.4,12,19,28.7,27.2
1982,0,12,20,30.6,27.2
1982,8.1,12,21,29.6,27
1982,10.8,12,22,28.8,26.8
1982,8.3,12,23,29.5,26.8
1982,15.7,12,24,29.9,27.1
1982,41.4,12,25,29.9,27.7
1982,8.1,12,26,29.3,27.5
1982,6.8,12,27,28.2,27.3
1982,6.8,12,28,28.8,27.5
1982,10,12,29,29.6,27.6
1982,22.4,12,30,28.9,27.4
1982,5.3,12,31,28.7,26.9
1983,16.4,1,1,28.7,27.2
1983,16.4,1,2,28.4,27.3
1983,6.5,1,3,28.6,26.7
1983,0,1,4,29.1,26.5
1983,0.6,1,5,28.8,26.4
1983,1.2,1,6,28.9,26.2
1983,11.8,1,7,29.3,26.5
1983,2.5,1,8,29.4,26.3
1983,19,1,9,29.2,26.2
1983,33.3,1,10,28.1,25.7
1983,10.4,1,11,27.9,25.8
1983,2.4,1,12,28.2,26.9
1983,0,1,13,28.7,26.6
1983,0,1,14,28.2,26.4
1983,0.3,1,15,28.4,26.1
1983,0.1,1,16,28.9,26.4
1983,1.1,1,17,28.7,26.8
1983,1.9,1,18,28.9,27.1
1983,0.6,1,19,29.3,27.4
1983,3.2,1,20,29.2,27.4
1983,0.2,1,21,29.3,27.4
1983,0,1,22,29.3,27.4
1983,0.1,1,23,29.6,27.1
1983,5.6,1,24,29.9,27.4
1983,0.7,1,25,29.4,27
1983,4,1,26,29.6,26.7
1983,1.9,1,27,28.9,27.2
1983,2.2,1,28,29.3,27.2
1983,0.5,1,29,28.3,26.9
1983,0,1,30,29.6,26.9
1983,0,1,31,29.8,26.9
1983,0,2,1,29.9,26.7
1983,2.3,2,2,30.1,27.1
1983,0.2,2,3,29.2,27.4
1983,0,2,4,28.2,27
1983,0,2,5,29.5,27.3
1983,0,2,6,28.2,26.9
1983,0.1,2,7,28.4,26.8
1983,0,2,8,29.2,26.7
1983,0,2,9,29.5,27
1983,0.1,2,10,29.4,26.8
1983,0,2,11,29.6,26.9
1983,0,2,12,29.5,27
1983,4.4,2,13,29.2,27.6
1983,15.6,2,14,28.8,26.5
1983,20.9,2,15,28,26.7
1983,5.3,2,16,29.2,26.7
1983,3.3,2,17,28.4,27.2
1983,5.1,2,18,28.9,27.1
1983,5.9,2,19,28.7,26.9
1983,11.9,2,20,28.9,26.7
1983,12.2,2,21,28.3,26.8
1983,5.7,2,22,29.6,26.7
1983,11.6,2,23,29.3,26.8
1983,7.7,2,24,28.9,26.6
1983,1,2,25,28.5,26.7
1983,7.8,2,26,28.8,27.1
1983,5.3,2,27,29.2,26.6
1983,4.8,2,28,29.7,26.8
1983,5.4,3,1,30.1,26.6
1983,3.9,3,2,29.8,27.1
1983,0.5,3,3,30.1,27
1983,0.2,3,4,29.7,27.2
1983,0,3,5,29.9,27.5
1983,0,3,6,30.1,27.6
1983,0,3,7,29.8,27.9
1983,0,3,8,29.9,27.7
1983,1.3,3,9,30.1,27.9
1983,20.7,3,10,29.9,27.6
1983,6.8,3,11,28.4,27.4
1983,7.2,3,12,28.3,27.1
1983,10.2,3,13,29.2,27.2
1983,20,3,14,28.2,27.1
1983,24.9,3,15,28.5,27.2
1983,27.4,3,16,28.8,27.3
1983,11.7,3,17,28.7,27.1
1983,1.7,3,18,29.2,27
1983,0.2,3,19,30,27.4
1983,0,3,20,30.2,27.7
1983,0.6,3,21,29.5,27.1
1983,0.2,3,22,29.3,27.3
1983,7.8,3,23,28.5,27
1983,10.6,3,24,29.1,26.8
1983,7.3,3,25,29.5,26.9
1983,2.8,3,26,29.5,26.5
1983,2.9,3,27,29.4,27
1983,11,3,28,29.1,27.2
1983,22,3,29,29,26.8
1983,22.4,3,30,29.5,27
1983,4.1,3,31,29.7,27.1
1983,18.2,4,1,29.6,27.1
1983,18.1,4,2,30.1,26.6
1983,4.3,4,3,29.7,26.3
1983,12.2,4,4,29.4,26.6
1983,0,4,5,29.6,26.6
1983,9.5,4,6,29.4,26.8
1983,2.8,4,7,29.5,26.8
1983,2.6,4,8,29.7,26.9
1983,6.4,4,9,29.6,26.3
1983,6.9,4,10,29.5,26.4
1983,9,4,11,29,26.4
1983,19,4,12,29.2,27
1983,8.8,4,13,28.9,26.6
1983,6.8,4,14,29.2,26.6
1983,13.3,4,15,28.1,26.9
1983,0.1,4,16,30.1,26.6
1983,0.4,4,17,30.5,26.1
1983,0.8,4,18,28.3,27
1983,0.5,4,19,29.2,26.9
1983,0,4,20,30.3,26.7
1983,0,4,21,30,25.3
1983,0,4,22,29.6,25.7
1983,0,4,23,30.2,25.9
1983,0,4,24,29.7,26
1983,0.9,4,25,28.5,26.5
1983,15,4,26,29.5,26.5
1983,7.3,4,27,29,25.8
1983,3.6,4,28,27.8,26
1983,0.1,4,29,27.9,25.5
1983,0.1,4,30,28.7,26.2
1983,6,5,1,28.6,26
1983,2.8,5,2,28.2,25.9
1983,0.2,5,3,28.2,26
1983,0.8,5,4,28.5,25.3
1983,1.5,5,5,28.8,24.9
1983,0,5,6,29.4,24.5
1983,0.1,5,7,29.9,25.2
1983,0,5,8,30.3,25.3
1983,8.2,5,9,29.9,25.5
1983,75.8,5,10,28.7,26.2
1983,2.8,5,11,28.7,26.4
1983,4,5,12,29.6,25.5
1983,0,5,13,28.9,25.3
1983,0,5,14,28.1,25
1983,0,5,15,27.8,25.4
1983,0.8,5,16,28.3,25.5
1983,0.5,5,17,29.1,25
1983,0.7,5,18,29.1,25.1
1983,1.2,5,19,29.1,24.9
1983,0,5,20,29.1,24.8
1983,0,5,21,28.9,24.9
1983,1.3,5,22,28.2,25.1
1983,0.3,5,23,28.1,25.5
1983,0.5,5,24,28.2,25.9
1983,2,5,25,28.5,25.3
1983,0,5,26,28.1,24.3
1983,0,5,27,28.2,24.3
1983,0.1,5,28,28,24.5
1983,4,5,29,27.7,25.4
1983,1.7,5,30,27.5,25.3
1983,2.3,5,31,28.4,25.3
1983,0,6,1,28.9,25
1983,0.3,6,2,28.9,24.3
1983,0.4,6,3,28.4,24.5
1983,3.4,6,4,28.8,24.6
1983,0.7,6,5,28.1,24
1983,0,6,6,28.8,24
1983,0,6,7,28.8,24.6
1983,0.1,6,8,29.1,24.6
1983,0,6,9,29.7,23.9
1983,0,6,10,29.2,24
1983,0,6,11,29.2,24.8
1983,0,6,12,29.1,23.8
1983,0,6,13,28.1,23.8
1983,0.1,6,14,28.3,25.3
1983,0.1,6,15,28.8,24.1
1983,0,6,16,27.8,24.7
1983,0.1,6,17,27.6,24
1983,0,6,18,29,24
1983,0.1,6,19,28.1,23.8
1983,0,6,20,28.6,23.8
1983,0.4,6,21,28.9,23
1983,0,6,22,29.2,22.8
1983,0,6,23,29.4,23.2
1983,0,6,24,28.8,23.4
1983,0,6,25,29.4,23.1
1983,0,6,26,29.5,23.6
1983,0.2,6,27,28,23.7
1983,0,6,28,27.8,23.4
1983,0.2,6,29,27.6,23.5
1983,0,6,30,27.9,23.1
1983,0,7,1,27.9,22.6
1983,0.2,7,2,28,23.4
1983,0.3,7,3,27.5,23
1983,0,7,4,27.6,23.1
1983,0,7,5,27,23.4
1983,0,7,6,28.1,24.7
1983,0,7,7,28.5,23.1
1983,0,7,8,27.9,23.1
1983,0,7,9,27.8,22.6
1983,0.8,7,10,27.2,22.8
1983,0.3,7,11,26.5,23
1983,1.2,7,12,27.6,23.1
1983,0.3,7,13,27.4,23.3
1983,0,7,14,27.3,24.1
1983,0,7,15,28.1,22.9
1983,0,7,16,27.6,22.3
1983,0,7,17,27.5,22.4
1983,0,7,18,27,22.2
1983,0,7,19,28,22.2
1983,0,7,20,27.9,22
1983,0,7,21,27.5,21.8
1983,0,7,22,27.3,23
1983,0,7,23,28,22.9
1983,0,7,24,27.5,22.7
1983,0,7,25,27.5,22.8
1983,0,7,26,27.1,22.3
1983,0.8,7,27,26.6,22.6
1983,0.6,7,28,26.5,23.1
1983,0.9,7,29,27.2,23.3
1983,0.4,7,30,27.1,22.5
1983,0,7,31,28.1,22.8
1983,0,8,1,27.7,22.4
1983,0.6,8,2,26.7,22.4
1983,0.7,8,3,27.2,23
1983,0,8,4,27.8,23
1983,0,8,5,27.3,22.8
1983,0,8,6,27.2,23.8
1983,0,8,7,26.9,23.6
1983,0,8,8,26.8,23.5
1983,0,8,9,26.6,24.2
1983,0.1,8,10,26.7,23.9
1983,0.1,8,11,28.2,22.6
1983,0,8,12,27.7,21.9
1983,0,8,13,27.6,21.3
1983,0,8,14,27.3,22.5
1983,0,8,15,27.3,22.2
1983,0,8,16,28,22.5
1983,0,8,17,27.9,23.2
1983,0,8,18,28.3,22.5
1983,0.6,8,19,28.2,23
1983,0,8,20,28.1,21.8
1983,0,8,21,28,22.4
1983,0,8,22,28.2,22.1
1983,0,8,23,27.7,22.5
1983,0.4,8,24,28,22.6
1983,0.3,8,25,27.7,23.1
1983,0.8,8,26,27.4,22.9
1983,0.1,8,27,27.2,23
1983,0,8,28,28.1,23.7
1983,0,8,29,28.1,23.4
1983,0,8,30,27.6,23.9
1983,1,8,31,28.2,22.5
1983,0.1,9,1,26.8,23.3
1983,0,9,2,26.4,22.4
1983,0,9,3,26.7,22.3
1983,0,9,4,26.2,22.7
1983,0,9,5,27.9,22.8
1983,0,9,6,28.2,22.3
1983,0,9,7,26.5,23
1983,2.8,9,8,27.3,23.6
1983,0,9,9,27.7,24.1
1983,0,9,10,28.2,23.6
1983,0,9,11,28,23.4
1983,0,9,12,26.3,23.7
1983,0,9,13,26.5,23.6
1983,0,9,14,26.6,23.2
1983,0.5,9,15,26.8,23.9
1983,0.2,9,16,27.2,23.6
1983,0,9,17,28,23.1
1983,0,9,18,27.5,23.4
1983,0,9,19,27.2,23.4
1983,0,9,20,27.2,23.5
1983,0,9,21,27.2,24.1
1983,0,9,22,26.9,23.6
1983,2.5,9,23,27.1,24.4
1983,0,9,24,27,24.4
1983,0.1,9,25,26.7,24.4
1983,0,9,26,27.3,24.2
1983,0,9,27,28.1,23.8
1983,0.2,9,28,28.1,23.9
1983,0.7,9,29,27.6,24.3
1983,0,9,30,26.6,23.9
1983,0,10,1,26.8,24
1983,0,10,2,26.8,23.6
1983,0,10,3,26.4,23.5
1983,0.9,10,4,26.8,23.4
1983,0,10,5,27.5,23.2
1983,0,10,6,28.5,22.8
1983,0,10,7,29.6,23.8
1983,0,10,8,29.5,23.9
1983,2.4,10,9,28,23.8
1983,0,10,10,27.1,23.9
1983,0.3,10,11,26.8,23.9
1983,0,10,12,26.9,23.7
1983,0.7,10,13,27.1,24.2
1983,0,10,14,26.9,24
1983,0,10,15,26.8,23.4
1983,0,10,16,27.7,24.2
1983,0.1,10,17,28.2,23.9
1983,0,10,18,28.2,24.9
1983,0,10,19,27.5,24.3
1983,0,10,20,27.6,24.7
1983,0,10,21,27.3,23.5
1983,0,10,22,28.5,24.2
1983,0.2,10,23,28.6,24.6
1983,0,10,24,27.9,24.4
1983,0,10,25,27.9,24
1983,16.9,10,26,28.1,24.2
1983,0.5,10,27,28.4,24.1
1983,3.5,10,28,28.4,24.5
1983,0,10,29,28.4,24.4
1983,0,10,30,27.3,24.9
1983,0,10,31,27.7,24.4
1983,0,11,1,27.6,24.7
1983,0.1,11,2,27.5,24.8
1983,0,11,3,27.9,24.9
1983,0,11,4,27.7,24.7
1983,0,11,5,28,25
1983,0,11,6,27.7,24.7
1983,0,11,7,27.5,24.8
1983,0,11,8,27.5,24.4
1983,0,11,9,27.9,24.7
1983,0,11,10,27.9,24.6
1983,0,11,11,28.3,25.4
1983,0,11,12,28.3,25.1
1983,0,11,13,28.4,24.8
1983,0,11,14,28.2,25.3
1983,0,11,15,28,24.2
1983,0,11,16,28.1,25
1983,0,11,17,28.1,25.2
1983,13.4,11,18,29,26.1
1983,5.8,11,19,29,26.2
1983,14.3,11,20,28.9,26.4
1983,6.7,11,21,29,26.3
1983,0,11,22,28.7,25.7
1983,0,11,23,28.7,25.6
1983,0.9,11,24,28.7,25.7
1983,0,11,25,29.2,25.7
1983,0.4,11,26,28.8,26.3
1983,0.4,11,27,28.7,25.9
1983,0,11,28,29.2,26.1
1983,0,11,29,29.4,26.7
1983,0,11,30,29.2,26.8
1983,0,12,1,29.3,26.6
1983,0,12,2,29.3,26.8
1983,0,12,3,29.8,27.3
1983,0.3,12,4,29.8,27
1983,0,12,5,29,26.6
1983,0,12,6,28.8,26.7
1983,0,12,7,28.8,26.6
1983,0.5,12,8,29.1,26.1
1983,0.8,12,9,29.7,26.9
1983,0.4,12,10,29.3,27.4
1983,7.7,12,11,29.6,27.7
1983,21.8,12,12,29.8,27.5
1983,17.5,12,13,28.1,26.7
1983,9.7,12,14,28.6,26.7
1983,5.8,12,15,28.4,26.5
1983,0.2,12,16,27.7,26.1
1983,0.2,12,17,29.7,26.3
1983,1.3,12,18,29.1,27.2
1983,15.9,12,19,29.1,27.2
1983,10.2,12,20,28.7,27
1983,2.7,12,21,29.3,26.8
1983,18.9,12,22,29.2,26.6
1983,9.8,12,23,28.8,26.5
1983,20.4,12,24,28.6,26.5
1983,18.2,12,25,28.8,26.6
1983,22.4,12,26,27.7,26.4
1983,15.4,12,27,27.6,25.6
1983,15.4,12,28,27.3,25.2
1983,13.5,12,29,26.7,25.2
1983,0.9,12,30,28.3,26.3
1983,4.9,12,31,27.1,25.7
1984,5.3,1,1,27.3,25.7
1984,2.6,1,2,27.9,25.7
1984,7.7,1,3,28.2,25.4
1984,17.5,1,4,27.1,25.3
1984,17.3,1,5,27.4,25.4
1984,5.8,1,6,27.6,25.9
1984,0.9,1,7,27.6,25.5
1984,4.4,1,8,28,25.5
1984,7.3,1,9,28.2,25.7
1984,0.2,1,10,29.3,25.8
1984,17.5,1,11,28.3,26.2
1984,6.1,1,12,28.1,26.3
1984,4.3,1,13,28.1,26.2
1984,3.9,1,14,28.1,25.6
1984,4.6,1,15,28.3,25.8
1984,10.6,1,16,28.8,25.5
1984,6.8,1,17,29.4,25.8
1984,6.9,1,18,28.4,26.1
1984,2.1,1,19,27.5,25.7
1984,11.2,1,20,26.1,25.2
1984,17.2,1,21,28.2,25.1
1984,6.5,1,22,28.7,24.5
1984,3.2,1,23,27.4,23.6
1984,16.4,1,24,27.2,25.3
1984,2.9,1,25,27.1,25.8
1984,12.8,1,26,27.3,26.1
1984,0.1,1,27,27.2,25.9
1984,2.4,1,28,28.3,26.4
1984,0,1,29,28.4,26.3
1984,4.3,1,30,28.3,26.1
1984,2.1,1,31,27.4,26.1
1984,2.9,2,1,28.1,26.2
1984,14.2,2,2,27.7,26.2
1984,0.4,2,3,27,25.5
1984,2.3,2,4,27.6,25.4
1984,2.2,2,5,28.1,25.3
1984,2.6,2,6,28.2,25.4
1984,4.7,2,7,28.4,25.6
1984,2.4,2,8,28.2,25.9
1984,13,2,9,28.4,25.8
1984,9,2,10,28.5,25.6
1984,14.9,2,11,27.6,25.2
1984,20.6,2,12,27,25.4
1984,0.9,2,13,27.6,25.4
1984,0.3,2,14,28.1,25
1984,0.3,2,15,28.2,25.3
1984,6.8,2,16,28.2,25.6
1984,3.7,2,17,28.1,25.6
1984,0.9,2,18,28.1,25.6
1984,0.5,2,19,27.6,26
1984,0.5,2,20,28,26
1984,5.5,2,21,27.9,26.3
1984,0.2,2,22,28.6,26.4
1984,0.1,2,23,28.5,26.2
1984,0,2,24,28.4,25.9
1984,5.8,2,25,28.6,26.4
