Year,Rainfall,Month,Date,TMX,TMN
1990,0,6,27,27.6,21.3
1990,0,6,28,26.9,23.3
1990,0,6,29,26.9,23.1
1990,0,6,30,27.3,23.6
1990,0,7,1,28.1,23.1
1990,1,7,2,26.9,21.5
1990,0.1,7,3,26.7,21.6
1990,0,7,4,26.3,22.2
1990,0.5,7,5,26.8,22.7
1990,0.2,7,6,26.6,22.1
1990,0,7,7,26.8,21.5
1990,0,7,8,27.1,21.4
1990,0,7,9,26.6,22
1990,0,7,10,26.4,21.9
1990,0,7,11,26.9,22.1
1990,0,7,12,27.4,21.3
1990,0,7,13,27.3,22.2
1990,0,7,14,27.7,22.3
1990,0,7,15,27.5,22.1
1990,0,7,16,27.2,21.3
1990,0,7,17,26.8,22.7
1990,4,7,18,26.2,22.8
1990,0.7,7,19,27,22.2
1990,0,7,20,27.2,22.5
1990,0,7,21,27.8,22.1
1990,0,7,22,27.5,21.5
1990,0.1,7,23,27.4,21.9
1990,0,7,24,27.2,21.8
1990,0,7,25,27.2,22.1
1990,0.1,7,26,26.6,22.8
1990,0,7,27,26.3,22.2
1990,1.2,7,28,26.1,22.1
1990,0.1,7,29,26.3,21
1990,0,7,30,27.1,21.3
1990,0,7,31,26.4,21.9
1990,0,8,1,26.4,21.6
1990,0.1,8,2,27.2,21.5
1990,0,8,3,27.5,21.5
1990,0.2,8,4,27,22.1
1990,0,8,5,27.6,22.5
1990,0,8,6,27.2,22.6
1990,0,8,7,27.3,22.7
1990,0.1,8,8,27.3,22.6
1990,0.7,8,9,27,22.1
1990,0,8,10,27.1,22.3
1990,0,8,11,27,21.8
1990,0.2,8,12,27.1,22.6
1990,0.4,8,13,27.2,22.4
1990,0,8,14,27.4,22.5
1990,0,8,15,27.4,21.9
1990,0.1,8,16,27.6,22.1
1990,0.1,8,17,27.2,22.7
1990,0,8,18,27.9,22.4
1990,0,8,19,27.9,22.9
1990,0,8,20,27.6,22.6
1990,0,8,21,27.4,23.1
1990,0.6,8,22,28.1,22.3
1990,0.2,8,23,28,22.9
1990,0,8,24,27.8,22.5
1990,0,8,25,27.3,22.1
1990,0,8,26,26.9,23.1
1990,0.7,8,27,26.3,23
1990,1.8,8,28,25.9,22.3
1990,0,8,29,27.3,22.3
1990,0,8,30,27.9,23.2
1990,0,8,31,27.6,23.3
1990,0,9,1,28.3,23
1990,0.1,9,2,28.3,23
1990,0,9,3,27.5,21.9
1990,0,9,4,27.8,22.9
1990,0,9,5,28.4,23
1990,0,9,6,27.9,22
1990,0,9,7,27.2,21.9
1990,0,9,8,26.5,22.7
1990,0,9,9,26.6,23.1
1990,0.4,9,10,27.3,23.6
1990,0,9,11,27.6,22.9
1990,0,9,12,27.4,23.3
1990,0,9,13,28.1,23.5
1990,0,9,14,27.1,23.9
1990,0,9,15,27.2,24
1990,0,9,16,26.9,23.5
1990,0,9,17,27,24.1
1990,0,9,18,26.5,23.4
1990,0,9,19,26.8,23.9
1990,0,9,20,28,23.5
1990,0.4,9,21,28.4,23
1990,0,9,22,28.4,22.6
1990,0,9,23,27.5,23
1990,0,9,24,27.8,22.8
1990,0,9,25,28.1,22.9
1990,0,9,26,27.2,23.2
1990,0,9,27,27.5,23.4
1990,1,9,28,27,23.3
1990,3.1,9,29,27,23.9
1990,0,9,30,27.1,24.5
1990,0,10,1,28.3,24.1
1990,0.3,10,2,28.5,24.1
1990,0.2,10,3,27.4,24.2
1990,0.1,10,4,26.4,24
1990,0,10,5,26.5,23.8
1990,0.1,10,6,27.2,23.9
1990,2.6,10,7,27.3,24.3
1990,1.1,10,8,26.9,24.4
1990,0,10,9,26.8,24.1
1990,0,10,10,26.9,23.7
1990,0,10,11,26.7,24.3
1990,0,10,12,26.7,24.1
1990,0,10,13,26.9,23.7
1990,0,10,14,26.7,24
1990,0,10,15,26.5,23.6
1990,0,10,16,26.7,23.7
1990,0.1,10,17,27,23.6
1990,0,10,18,26.9,24.4
1990,0,10,19,27.1,24.3
1990,0,10,20,27.2,23.9
1990,0,10,21,27.2,24
1990,0,10,22,27.6,24.4
1990,0,10,23,27.5,23.9
1990,5.4,10,24,27.9,24.1
1990,3.5,10,25,28.2,24.6
1990,0,10,26,28,25.1
1990,2.6,10,27,29.5,25.2
1990,3.4,10,28,30.1,24.7
1990,0.2,10,29,28.9,23.9
1990,0,10,30,28.2,23.9
1990,0,10,31,28.1,24.4
1990,0,11,1,29.8,24.3
1990,0,11,2,29.5,24.2
1990,0,11,3,28.8,25
1990,0,11,4,28.5,24.9
1990,0,11,5,28.2,25.3
1990,0,11,6,28.7,26
1990,0,11,7,29.1,25.9
1990,0,11,8,29.8,25.2
1990,0.5,11,9,29.1,24.3
1990,0,11,10,28.7,24.6
1990,0,11,11,28.5,25.7
1990,21.7,11,12,27.9,25.8
1990,8.2,11,13,27.7,25.5
1990,6.1,11,14,27.6,25.1
1990,6.4,11,15,27.5,25.6
1990,0.7,11,16,28.2,25.4
1990,0.4,11,17,28.9,25.1
1990,18.2,11,18,29.2,25.7
1990,0.3,11,19,28.7,25.2
1990,0,11,20,28.7,25.6
1990,1.2,11,21,28.7,26
1990,0.1,11,22,28.8,25.7
1990,0.3,11,23,29,26
1990,0,11,24,29.1,26.3
1990,0,11,25,28.8,26.2
1990,0.6,11,26,28.8,26.1
1990,0,11,27,29.3,25.7
1990,4.9,11,28,29.2,25.7
1990,10.7,11,29,28.8,25.6
1990,0.1,11,30,28.2,25.6
1990,0,12,1,28.6,25.6
1990,0,12,2,29.4,26.4
1990,0,12,3,29.7,26.7
1990,0,12,4,29.5,26.4
1990,0,12,5,29.1,25.9
1990,0,12,6,29.2,26
1990,1.2,12,7,29.9,26.6
1990,5.4,12,8,29.4,26.7
1990,5.1,12,9,29.4,26.5
1990,0.6,12,10,29.5,26.5
1990,2.5,12,11,28.6,26.2
1990,4,12,12,28.8,25.9
1990,1.1,12,13,29.9,26.4
1990,13.6,12,14,27.6,26.4
1990,3,12,15,29,26.5
1990,0.3,12,16,29,26.4
1990,0,12,17,28.8,25.7
1990,0,12,18,28.8,25.9
1990,0,12,19,28.9,26.5
1990,2.2,12,20,29.5,26.7
1990,0,12,21,29.8,26.6
1990,0.2,12,22,30.1,26.8
1990,0.1,12,23,30.1,27.2
1990,0.3,12,24,30.3,27.5
1990,2.9,12,25,29.4,27.4
1990,8.3,12,26,29.5,27.1
1990,13.1,12,27,29.4,27.2
1990,5.2,12,28,30,26.7
1990,11.7,12,29,28.3,26.9
1990,9.4,12,30,29.5,27
1990,6.9,12,31,29.2,27
1991,10.4,1,1,28.4,26.9
1991,11.9,1,2,28,26.6
1991,14.7,1,3,28.8,26.2
1991,2,1,4,28.5,26.1
1991,4.5,1,5,29.7,26.8
1991,14.9,1,6,29,26.6
1991,15.2,1,7,28.4,26.5
1991,10,1,8,28.8,27.1
1991,5.1,1,9,28.8,27.4
1991,1.7,1,10,29.2,27.2
1991,4,1,11,29.2,27.1
1991,3,1,12,29,26.7
1991,0.7,1,13,27.8,26.6
1991,0,1,14,29.2,26.5
1991,4.4,1,15,30.3,26.3
1991,2.6,1,16,29.2,26.2
1991,14.6,1,17,28.6,26.7
1991,6.1,1,18,27.7,26.6
1991,10.5,1,19,28.4,26.4
1991,14.7,1,20,28.5,26.3
1991,2.1,1,21,28.3,26.2
1991,1.2,1,22,29.7,26.6
1991,6.3,1,23,29,26.5
1991,0.7,1,24,29.7,26.4
1991,7.6,1,25,30.1,26.8
1991,4.2,1,26,30.3,27.1
1991,1.2,1,27,30,27.3
1991,11.6,1,28,29.5,27.4
1991,19.1,1,29,29.2,27.1
1991,18.7,1,30,28.9,27.1
1991,3.5,1,31,28.9,26.9
1991,29.2,2,1,29.2,26.5
1991,27.6,2,2,28.4,26.6
1991,13.6,2,3,28.7,26.6
1991,1.1,2,4,28.6,26.7
1991,7.1,2,5,28.8,26.3
1991,0.1,2,6,29,26.1
1991,7,2,7,27.7,26.4
1991,1.7,2,8,28.4,26.5
1991,2.1,2,9,29.1,26.5
1991,7.9,2,10,28.6,26.5
1991,17.1,2,11,27.8,26.4
1991,0.9,2,12,28.5,26.3
1991,0.2,2,13,29.6,27
1991,1.7,2,14,28.8,27.1
1991,1.2,2,15,28.7,26.8
1991,3.5,2,16,28.5,26.7
1991,1.3,2,17,28.9,26.8
1991,1.2,2,18,28.9,26.9
1991,3.5,2,19,29.8,26.8
1991,14.7,2,20,30.1,26.9
1991,1.2,2,21,28.3,27.1
1991,4.8,2,22,28.8,27.3
1991,0.7,2,23,28.3,26.7
1991,0,2,24,28.9,26.7
1991,0,2,25,29.8,26.3
1991,0,2,26,30.3,27
1991,0.1,2,27,30.8,26.8
1991,0.6,2,28,30.4,26.9
1991,1.9,3,1,30.4,26.8
1991,0.2,3,2,29.8,27.5
1991,3.1,3,3,29,26.6
1991,16.1,3,4,28,25.9
1991,22.4,3,5,28.1,26.5
1991,6.7,3,6,26.7,25.8
1991,16.4,3,7,28,26.5
1991,3.3,3,8,28.8,26.7
1991,0.2,3,9,28.2,26.9
1991,2.1,3,10,29.1,26.8
1991,0,3,11,28.8,26.4
1991,9.3,3,12,28.2,26.5
1991,1.1,3,13,28.8,26.7
1991,0.4,3,14,29.2,27.3
1991,0.4,3,15,30.2,27.1
1991,0.6,3,16,30.2,26.7
1991,17.6,3,17,29.5,27.3
1991,16.4,3,18,29.4,27.1
1991,1.4,3,19,29.8,27.3
1991,0,3,20,29.7,26.9
1991,3,3,21,29.9,27.1
1991,7.1,3,22,30.3,27.4
1991,18.1,3,23,28.3,27.4
1991,5.3,3,24,29.9,27.1
1991,25.4,3,25,28.9,26.7
1991,46.2,3,26,28.2,25.8
1991,35.9,3,27,27.7,26.3
1991,23.2,3,28,27.5,25.7
1991,12.5,3,29,27.9,25.4
1991,12.7,3,30,29,26.7
1991,10.5,3,31,28.4,26.7
1991,21.3,4,1,28.5,26.3
1991,15.6,4,2,28.3,26.1
1991,4.2,4,3,27.7,26.1
1991,7.6,4,4,28.5,26.2
1991,18.8,4,5,28.2,26.3
1991,23.5,4,6,28.3,26.3
1991,37.7,4,7,28.5,26.6
1991,10.3,4,8,28.2,25.9
1991,0.9,4,9,28.6,25.6
1991,0,4,10,28.7,24.8
1991,0,4,11,28.6,24.7
1991,17,4,12,26.8,25.5
1991,8.9,4,13,27.6,25.3
1991,2.9,4,14,27.8,25.2
1991,9.1,4,15,27.9,25.1
1991,7.1,4,16,27.8,25
1991,1.5,4,17,28.6,25.2
1991,2.2,4,18,28.8,25.1
1991,0,4,19,28.8,24.4
1991,0,4,20,29.3,23.6
1991,0,4,21,29.8,24.3
1991,0,4,22,29.4,25.5
1991,0.3,4,23,29.4,25.5
1991,0,4,24,29.9,24.9
1991,0,4,25,29.3,24.6
1991,0.1,4,26,29.9,24.9
1991,0,4,27,29.6,25.8
1991,0,4,28,29.7,25.5
1991,0,4,29,28.8,25.4
1991,0,4,30,29.8,25.3
1991,0.5,5,1,29.3,25.3
1991,2.5,5,2,29.3,25.3
1991,2.9,5,3,29.4,25.3
1991,0.3,5,4,29.6,25.4
1991,0.1,5,5,29.8,25.6
1991,0.5,5,6,29.8,25.2
1991,0,5,7,29.6,25.2
1991,0,5,8,29.7,25.2
1991,0,5,9,29.6,25.3
1991,3.7,5,10,29.1,25.3
1991,3.5,5,11,29.6,25
1991,1.1,5,12,29.1,25.5
1991,1,5,13,29.8,25.7
1991,11.1,5,14,29.5,25.5
1991,0,5,15,29.1,24.9
1991,0,5,16,27.3,25.1
1991,0.3,5,17,27.7,24.6
1991,2,5,18,27.4,24.3
1991,8.5,5,19,27.5,24
1991,16.3,5,20,27.1,24.8
1991,4.6,5,21,28.7,24.8
1991,0.4,5,22,28.9,25.1
1991,0.1,5,23,28.5,24.5
1991,0,5,24,28.4,24.5
1991,0,5,25,28.3,24.3
1991,2.7,5,26,28.1,24.5
1991,0,5,27,28.9,23.1
1991,0.1,5,28,28.9,23.7
1991,0.1,5,29,29.1,23.3
1991,0,5,30,29.2,23.5
1991,0,5,31,28.9,23.4
1991,0,6,1,28.7,21.8
1991,0.1,6,2,28.8,21.6
1991,0.1,6,3,28.5,21.7
1991,0,6,4,29.3,22.3
1991,0.1,6,5,29,22.3
1991,0,6,6,29.1,21.7
1991,0,6,7,28.9,20.9
1991,0,6,8,29.1,21.7
1991,0,6,9,29,20.7
1991,0,6,10,29.2,21.4
1991,0,6,11,28.5,21
1991,0,6,12,28.5,21.8
1991,0,6,13,28.1,21.7
1991,0,6,14,28.3,22.1
1991,0.2,6,15,28.4,22.3
1991,0,6,16,27.7,21.1
1991,0,6,17,27.7,21.7
1991,0,6,18,28.7,22.7
1991,0,6,19,28,22.6
1991,0.1,6,20,28.3,23
1991,0.2,6,21,27.1,22.8
1991,1.4,6,22,27.3,23.3
1991,0.2,6,23,26.8,23.7
1991,0.1,6,24,26.7,24.1
1991,0,6,25,27.7,24
1991,0,6,26,28.2,23.1
1991,0.2,6,27,28.2,23.7
1991,0,6,28,27.5,22.2
1991,0.2,6,29,27.8,23.2
1991,0.1,6,30,28.1,22.8
1991,0,7,1,25.9,22.7
1991,0,7,2,28,21.6
1991,0.7,7,3,28.1,22
1991,0,7,4,28.3,23
1991,0.1,7,5,27.8,23.6
1991,0,7,6,27.4,23.4
1991,0.1,7,7,27.8,23.4
1991,0,7,8,28.4,23.7
1991,0.2,7,9,27.9,22.5
1991,0,7,10,27.8,22.3
1991,0,7,11,27.1,21.8
1991,0.1,7,12,27,22.7
1991,0.9,7,13,27.6,23
1991,0.5,7,14,27.6,22.4
1991,0,7,15,26.6,21.5
1991,0,7,16,26.9,21.4
1991,0,7,17,26.7,21.6
1991,0.1,7,18,25.9,20.8
1991,0.2,7,19,25.8,21
1991,0,7,20,25.9,21.1
1991,0,7,21,26.5,20.2
1991,0,7,22,27.2,21.6
1991,0,7,23,27.2,22.2
1991,0,7,24,26.5,22.8
1991,2.5,7,25,26.4,22.6
1991,0.1,7,26,27,22.4
1991,0,7,27,27.6,22
1991,0,7,28,27.5,21.9
1991,0,7,29,27.6,22.4
1991,0,7,30,27.6,22.6
1991,0,7,31,26.4,22.6
1991,0,8,1,26.8,21.4
1991,0,8,2,26.7,21.9
1991,0,8,3,26.6,22.5
1991,0,8,4,26.9,22.5
1991,0.2,8,5,27.6,22.2
1991,0,8,6,26.7,22.1
1991,0,8,7,26.6,21.6
1991,0,8,8,26.1,22.3
1991,3.8,8,9,25.3,23
1991,1,8,10,26.7,22
1991,0.1,8,11,26.4,23
1991,0.1,8,12,28.3,22.4
1991,0,8,13,26.7,21.8
1991,0,8,14,26.6,20.6
1991,0,8,15,26.5,21.9
1991,0,8,16,26.7,21.9
1991,0,8,17,26,21.7
1991,0,8,18,27.1,21.5
1991,0,8,19,26.4,21.5
1991,0,8,20,26.4,21.7
1991,0,8,21,26.3,22.3
1991,0,8,22,27.8,22.4
1991,0,8,23,27.8,22.2
1991,0,8,24,26.8,22.3
1991,0,8,25,27.1,22.1
1991,0.5,8,26,26.6,22.6
1991,0,8,27,26.6,21.4
1991,0.1,8,28,26.8,22.1
1991,0,8,29,26.2,21.5
1991,0,8,30,25.8,21.8
1991,0,8,31,26.9,21.8
1991,0,9,1,27.5,21.8
1991,0,9,2,27.6,21.6
1991,0,9,3,27.6,22
1991,0.1,9,4,27.4,21.9
1991,0,9,5,26.3,22.4
1991,0,9,6,26.1,22.4
1991,0,9,7,26.7,22.7
1991,0,9,8,26.8,22.4
1991,0,9,9,26.2,23
1991,0.3,9,10,26.3,23.4
1991,0,9,11,26.8,23.1
1991,0,9,12,26.8,22.3
1991,0,9,13,26.4,22.6
1991,0,9,14,26.4,22.5
1991,0,9,15,26.3,22.2
1991,0,9,16,26,22.7
1991,0,9,17,27,22.8
1991,0.2,9,18,26.8,22.9
1991,0,9,19,27.3,23.5
1991,2.9,9,20,26.8,23.6
1991,0.3,9,21,26.7,23.4
1991,0,9,22,26.8,23
1991,0,9,23,26.4,22.5
1991,0,9,24,26.3,22.7
1991,0,9,25,26.2,22.4
1991,0,9,26,27.7,22.1
1991,0,9,27,27.7,23.3
1991,0,9,28,26.6,23.5
1991,0.1,9,29,26.4,23.5
1991,2.1,9,30,26.5,23.4
1991,0.3,10,1,26.9,23.4
1991,1.9,10,2,27.4,23.1
1991,1.1,10,3,27.5,23.1
1991,0,10,4,27.6,23.3
1991,0,10,5,28,22.5
1991,2.7,10,6,27.8,23.6
1991,0.4,10,7,27.6,24.4
1991,0,10,8,27.2,24
1991,0,10,9,27.1,24.2
1991,0,10,10,26.9,23.4
1991,0,10,11,27.3,24
1991,0,10,12,27.3,23.5
1991,0.8,10,13,27.6,24.3
1991,0.1,10,14,27.8,24.6
1991,2.3,10,15,27.6,24
1991,0,10,16,28,24.5
1991,0,10,17,28.6,24.2
1991,0.7,10,18,28.5,24.5
1991,0,10,19,28.6,24.4
1991,0,10,20,27.9,24
1991,0.4,10,21,27.9,24.3
1991,0.2,10,22,28.6,24.8
1991,0.4,10,23,28.3,25.5
1991,1.3,10,24,28.5,25.1
1991,0,10,25,28.5,24.4
1991,0.8,10,26,29.2,25.3
1991,0.1,10,27,28.1,25.2
1991,10.1,10,28,27.9,24.8
1991,0,10,29,28.2,25.1
1991,0,10,30,28.1,24.8
1991,0,10,31,27.8,24.9
1991,0,11,1,27.9,25.1
1991,0,11,2,28.1,24.8
1991,0,11,3,29,25
1991,0,11,4,29.4,25.1
1991,0.5,11,5,29.2,25.4
1991,7,11,6,28.9,25.3
1991,0,11,7,28.7,25.5
1991,5,11,8,27.8,25.2
1991,15,11,9,27.8,24.9
1991,3.1,11,10,28.5,25.5
1991,1.8,11,11,28.3,25.3
1991,1.3,11,12,27.2,25.6
1991,0.6,11,13,28.4,25.5
1991,0.1,11,14,28.3,25.7
1991,0,11,15,28.6,25.6
1991,0,11,16,28.5,25.9
1991,0,11,17,28.8,25.8
1991,0,11,18,29,25.5
1991,2.7,11,19,29.1,26.2
1991,0.2,11,20,28.8,25.8
1991,0,11,21,29.6,26.3
1991,0.2,11,22,28.2,26.1
1991,9.5,11,23,28.4,26.1
1991,3.9,11,24,30.1,25.4
1991,3.7,11,25,29.1,25.8
1991,1.5,11,26,29.1,25.8
1991,5.3,11,27,29.4,26.1
1991,0.6,11,28,28.8,26
1991,0.2,11,29,29.4,26.2
1991,8.6,11,30,29.7,26.6
1991,7.5,12,1,29.8,26.4
1991,2.1,12,2,29.3,26.6
1991,3.6,12,3,29.3,26.3
1991,1.4,12,4,29.4,26.5
1991,0.2,12,5,29.8,26.2
1991,8.7,12,6,29.9,26.8
1991,9.5,12,7,27.7,26.4
1991,0.7,12,8,29,26.1
1991,0.3,12,9,28.8,25.7
1991,0.2,12,10,29.1,26.1
1991,0.2,12,11,29.2,26.3
1991,0.1,12,12,29.4,26.4
1991,0.7,12,13,29.3,26.6
1991,5.4,12,14,30.3,26.7
1991,6.8,12,15,28,26.5
1991,10.5,12,16,28.7,26.7
1991,5.9,12,17,29.1,27
1991,9.1,12,18,27.9,26.7
1991,20.5,12,19,28.6,26.4
1991,19.8,12,20,27.7,26.2
1991,8,12,21,26.9,25.9
1991,18.2,12,22,26.4,26
1991,15.5,12,23,27.2,25.7
1991,16.2,12,24,27.7,25.3
1991,16.7,12,25,29,26.2
1991,23.3,12,26,27.2,26
1991,6.9,12,27,26.4,25.4
1991,18.3,12,28,27.3,25.5
1991,1.6,12,29,27.9,25.9
1991,0.2,12,30,28.1,25.8
1991,0.2,12,31,27.8,25.7
1992,0.2,1,1,28.2,25.6
1992,6,1,2,28.5,25.6
1992,19.2,1,3,28.4,25.4
1992,17.5,1,4,26.2,25.3
1992,2.5,1,5,27.1,25.3
1992,0.1,1,6,27.7,26.1
1992,0,1,7,28.1,25.8
1992,0,1,8,28.3,25.8
1992,0.1,1,9,27.7,25.7
1992,0,1,10,27.6,25.8
1992,0,1,11,28.3,25.5
1992,0.6,1,12,29,25.6
1992,0,1,13,28.7,26.2
1992,0,1,14,28.6,26.6
1992,0,1,15,28.6,26.7
1992,0.2,1,16,28.6,26.7
1992,0.2,1,17,28.7,26.8
1992,0,1,18,28.4,26.8
1992,0,1,19,28.3,26.7
1992,0,1,20,28.4,26.7
1992,0,1,21,28.8,27
1992,0,1,22,28.5,27
1992,0,1,23,28.6,27
1992,0.4,1,24,29.3,27.1
1992,0.5,1,25,28.5,26.6
1992,0.6,1,26,29,26.5
1992,4.8,1,27,28.5,26.4
1992,0.5,1,28,28.8,25.9
1992,0.3,1,29,28,25.8
1992,3,1,30,28.2,26
1992,6.4,1,31,29.1,26.5
1992,3,2,1,28.3,26.3
1992,1.3,2,2,29.6,26.6
1992,5.1,2,3,28.8,27.2
1992,6.2,2,4,30.2,27.1
1992,15.7,2,5,28.8,27.3
1992,5.1,2,6,29,27.1
1992,17.1,2,7,29.1,27.4
1992,19.4,2,8,28.3,26.7
1992,26.5,2,9,29.2,26.6
1992,5.9,2,10,28.8,26.4
1992,18.8,2,11,26.9,26.2
1992,1.8,2,12,29.2,25.9
1992,19.5,2,13,28.2,26.7
1992,11.6,2,14,28.7,26.8
1992,4.2,2,15,28.4,26.9
1992,4,2,16,28.6,26.6
1992,9.3,2,17,28.5,26.5
1992,0.4,2,18,28.9,26.3
1992,14.5,2,19,28.4,26.5
1992,5.3,2,20,29,26.5
1992,14.1,2,21,26.9,25.9
1992,4.2,2,22,28.6,26.1
1992,0.8,2,23,29.1,26.5
1992,0.3,2,24,28.7,26.8
1992,2.8,2,25,28.9,26.6
1992,0.6,2,26,29.2,26.6
1992,0.4,2,27,28.7,26.6
1992,2.5,2,28,28.4,26.5
1992,0.1,2,29,28.5,26.4
1992,1.7,3,1,28.3,26.4
1992,0.4,3,2,28.2,26.4
1992,8.7,3,3,28.3,25.9
1992,10.4,3,4,28.7,26.4
1992,10,3,5,28.7,26.5
1992,11.4,3,6,28.6,26.5
1992,1.5,3,7,28.5,26.4
1992,0,3,8,28.3,26.2
1992,0,3,9,28.2,25.9
1992,0,3,10,28.5,25.8
1992,0,3,11,29.2,25.6
1992,0.2,3,12,29.4,26.2
1992,8.1,3,13,28.9,25.8
1992,5,3,14,29.8,26.1
1992,1.6,3,15,28.9,26.2
1992,26.7,3,16,29,26.3
1992,19,3,17,28.6,26.6
1992,6.7,3,18,28.3,26.1
1992,10.1,3,19,28.7,27.1
1992,22.2,3,20,28.8,26.8
1992,3.8,3,21,29.1,27
1992,2.3,3,22,29.1,26.5
1992,3.9,3,23,28,26.2
1992,5.4,3,24,28.4,26.8
1992,0,3,25,29.3,26.8
1992,0,3,26,29.5,27.2
1992,0.1,3,27,30.3,26.7
1992,6.5,3,28,30,27.4
1992,10.4,3,29,28.7,24
1992,11.5,3,30,30.3,26
1992,11.1,3,31,29.9,27.2
1992,8.1,4,1,29.1,26.5
1992,26.4,4,2,29.3,26.3
1992,4.2,4,3,29.4,25.7
1992,0.1,4,4,29.8,25.7
1992,0.8,4,5,30,26.2
1992,10.5,4,6,29.8,25.7
1992,27.5,4,7,28.3,26.4
1992,13.6,4,8,28.1,26.1
1992,12.3,4,9,27.6,25.6
1992,8,4,10,27.7,25.7
1992,9.4,4,11,27.5,25.9
1992,5.6,4,12,27.3,26.2
1992,12.4,4,13,28.8,25.8
1992,23.1,4,14,28.3,26.1
1992,2.6,4,15,29.8,25.7
1992,19.5,4,16,29.6,25.6
1992,4.5,4,17,28.6,26.1
1992,1.2,4,18,29.2,26.1
1992,0,4,19,29.1,25.7
1992,0,4,20,29.2,25.3
1992,11.8,4,21,29,25.2
1992,31.2,4,22,27.6,25.9
1992,3.5,4,23,28.6,25.8
1992,0.2,4,24,29.5,25.9
1992,0.6,4,25,29.5,25.7
1992,0,4,26,29.6,25.5
1992,0,4,27,29.4,25.6
1992,0.2,4,28,29,25.7
1992,0.5,4,29,28.4,25.8
1992,2,4,30,28.8,25.7
1992,0.5,5,1,28.9,25.4
1992,0.2,5,2,28.9,25.3
1992,0.1,5,3,28.6,25.8
1992,2.4,5,4,28.8,26.4
1992,4.4,5,5,29.5,26.1
1992,2.1,5,6,29,25.6
1992,12.7,5,7,29.4,25.6
1992,25.6,5,8,28,25.5
1992,7.7,5,9,27.9,26.2
1992,0.1,5,10,28.1,25.2
1992,0.5,5,11,28.2,24
1992,0.1,5,12,27.7,24
1992,0,5,13,27.9,24
1992,0,5,14,27.8,24.8
1992,0.1,5,15,27.3,23.9
1992,0,5,16,27.4,23.9
1992,0,5,17,26.7,23.6
1992,1,5,18,26.9,23.9
1992,0.2,5,19,26.8,23.6
1992,0,5,20,27.9,24.1
1992,1.7,5,21,28,24.3
1992,0.1,5,22,28.5,24.2
1992,0.2,5,23,28.5,24.8
1992,0,5,24,28.6,24.4
1992,0,5,25,27.9,24
1992,0,5,26,28.1,24.4
1992,0,5,27,28.3,23.1
1992,2.7,5,28,27.9,24.4
1992,0.9,5,29,28.1,24.3
1992,0,5,30,28.1,24
1992,0,5,31,27.8,23.2
1992,0,6,1,28.2,22.9
1992,0,6,2,28,22.9
1992,0,6,3,28.2,23.7
1992,2,6,4,28.4,24
1992,3,6,5,27.8,24.5
1992,0.1,6,6,27.8,24.1
1992,0.1,6,7,27.2,23.3
1992,0,6,8,26.9,22.1
1992,0,6,9,27,22.2
1992,0,6,10,26.9,22.7
1992,0,6,11,27.4,23.1
1992,0.1,6,12,27.3,22.8
1992,0,6,13,27.3,23
1992,0,6,14,27.2,22.1
1992,0,6,15,27.4,22.3
1992,0,6,16,27.5,22.7
1992,0,6,17,28.1,21.9
1992,0,6,18,28,22.1
1992,0,6,19,28.1,23
1992,0,6,20,28.1,22.5
1992,0,6,21,27.9,21.8
1992,0,6,22,27.3,22.1
1992,0,6,23,27.5,23.2
1992,0,6,24,26.9,23.5
1992,0.2,6,25,26.9,23.4
1992,0,6,26,27.6,23
1992,0,6,27,27.9,22.8
1992,0,6,28,27.3,23.5
1992,0,6,29,27.6,22.8
1992,0.1,6,30,27.7,22.1
1992,0.8,7,1,27.7,22.2
1992,0,7,2,27.7,20.4
1992,0,7,3,28,21.9
1992,0,7,4,26.4,21.5
1992,0,7,5,26.5,20.5
1992,0,7,6,25.5,21.4
1992,0.3,7,7,26.9,22.4
1992,0.3,7,8,27.6,22.6
1992,0.5,7,9,27.7,23
1992,0,7,10,27.3,22
1992,0,7,11,27.2,21.5
1992,0,7,12,27.8,22
1992,0,7,13,27.5,22.3
1992,0,7,14,27.6,22.2
1992,0.4,7,15,26.1,22.1
1992,1.1,7,16,26.6,21.4
1992,0.1,7,17,26.2,21.4
1992,0,7,18,25.7,21.8
1992,0,7,19,26.4,21.1
1992,0,7,20,26.8,22.2
1992,0,7,21,27,22.5
1992,0,7,22,26.1,22.5
1992,0.1,7,23,26.8,22.1
1992,0,7,24,26.6,21.3
1992,0,7,25,26.7,21.8
1992,0,7,26,26.7,20.7
1992,0.2,7,27,26.8,21
1992,0.1,7,28,26.3,21.3
1992,0,7,29,26.8,21.1
1992,0,7,30,27.1,22
1992,0.7,7,31,26.7,21.2
1992,0.3,8,1,26.3,20.3
1992,0.1,8,2,26.7,21.3
1992,0.3,8,3,26,22.3
1992,0,8,4,26.1,21
1992,0.1,8,5,25.9,21.5
1992,0,8,6,25.6,21.2
1992,0.4,8,7,25.7,21.2
1992,0.1,8,8,25.7,21.8
1992,0,8,9,26.2,20.9
1992,0,8,10,26.4,20.5
1992,0,8,11,27.2,20.5
1992,0,8,12,27.3,21.6
1992,0,8,13,26.7,20.9
1992,0,8,14,27,20.9
1992,0,8,15,26.8,21.9
1992,0.3,8,16,26.1,21.9
1992,0.1,8,17,26.5,21.6
1992,0,8,18,26.9,22.4
1992,0.1,8,19,27.1,21.2
1992,0,8,20,27.3,21.4
1992,0,8,21,26.4,21.4
1992,1.3,8,22,26.3,22.4
